A,B
5.202880878740957726e+00,3.019608214956136294e+00
4.984553612362475405e+00,2.976575681441816279e+00
4.783755819270409049e+00,2.954840518824176865e+00
4.600864289225786052e+00,2.952536482932199835e+00
4.436031508596427031e+00,2.967951241111427052e+00
4.289223481847926678e+00,2.999550977482412950e+00
4.160256231411374905e+00,3.045994180424891784e+00
4.048830026312726815e+00,3.106136760163841881e+00
3.954560699697838189e+00,3.179030468131017528e+00
3.877007676541156300e+00,3.263916346176738870e+00
3.815698543504714380e+00,3.360214661331951014e+00
3.770150155287438132e+00,3.467512507280549272e+00
3.739886390486749423e+00,3.585549993781679934e+00
3.724452750816242386e+00,3.714205709285027801e+00
3.723428046663121105e+00,3.853481933867684894e+00
3.736433435383577528e+00,4.003489899766003113e+00
3.763139081821820220e+00,4.164435243332735403e+00
3.803268697972911561e+00,4.336603662138809767e+00
3.856602194389501470e+00,4.520346680541905471e+00
3.922976643004741693e+00,4.716067332678140822e+00
4.002285711972081828e+00,4.924205490075618918e+00
4.094477689782435093e+00,5.145222489008014932e+00
4.199552169704992899e+00,5.379584648051148221e+00
4.317555417539608698e+00,5.627745207684993645e+00
4.448574396554147548e+00,5.890124170873198395e+00
4.592729373986053076e+00,6.167085477345878530e+00
4.750164984322035266e+00,6.458910907441580918e+00
4.921039576633989832e+00,6.765770088501026791e+00
5.105512627820693261e+00,7.087685975140908035e+00
5.303729962552714561e+00,7.424495204542752802e+00
5.515806486751718474e+00,7.775802803119183260e+00
5.741806118388464775e+00,8.140930859759528460e+00
5.981718592525570699e+00,8.518861006147156800e+00
6.235432833887728954e+00,8.908170883903771653e+00
6.502706638889333313e+00,9.306965263109853836e+00
6.783132501311385454e+00,9.712803140896511422e+00
7.076099565269897695e+00,1.012262302489024890e+01
7.380751911231932638e+00,1.053266971973566690e+01
7.695943692082305887e+00,1.093842729480656750e+01
8.020192052354731871e+00,1.133456449724468840e+01
8.351629296843727346e+00,1.171490061977706887e+01
8.687956429137061676e+00,1.207240160333514467e+01
9.026400946556869087e+00,1.239921772748270001e+01
9.363682624649452890e+00,1.268677528753816119e+01
9.695991890938323365e+00,1.292593473401829662e+01
1.001898617524632051e+01,1.310722632098201146e+01
1.032781018981988908e+01,1.322117079962102615e+01
1.061714625080000296e+01,1.325868659529309568e+01
1.088130028524931170e+01,1.321157594741902841e+01
1.111432785146628355e+01,1.307307084694068955e+01
1.131020215101372450e+01,1.283840612164303785e+01
1.146302254807665655e+01,1.250537337737918264e+01
1.156725763100690862e+01,1.207479822306623873e+01
1.161801169021284252e+01,1.155087738228336036e+01
1.161129825941989502e+01,1.094131499364797122e+01
1.154429993284270317e+01,1.025721078334575331e+01
1.141559101789300890e+01,9.512677117558776985e+00
1.122529962785958624e+01,8.724194837572424532e+00
1.097518914883086971e+01,7.909754145399835679e+00
1.066864564848776631e+01,7.087859634090737160e+00
1.031056704704806393e+01,6.276500614056106819e+00
9.907160403748868305e+00,5.492193819014275391e+00
9.465663745275408658e+00,4.749193657800047319e+00
8.994016736527871814e+00,4.058938003960195218e+00
8.500508863271104332e+00,3.429761268756399861e+00
7.993434103819633485e+00,2.866869075521177646e+00
7.480777600989787501e+00,2.372537532629121149e+00
6.969953594153721177e+00,1.946479714932049632e+00
6.467606206231554467e+00,1.586314052499572025e+00
5.979476990858356267e+00,1.288072458256927177e+00
5.510336537598213624e+00,1.046696875062858245e+00
5.063972571344677931e+00,8.564875722589961882e-01
4.643224071436109490e+00,7.114815325969170434e-01
4.250049817552190135e+00,6.057522685415734909e-01
3.885620062651128581e+00,5.336321996664425971e-01
3.550421276352659916e+00,4.898650936967653968e-01
3.244365658087070337e+00,4.696994394994145061e-01
2.966899036228304531e+00,4.689346951891045223e-01
2.717102602124384703e+00,4.839318987144370920e-01
2.493785531783390130e+00,5.115987998670267212e-01
2.295566858591753689e+00,5.493579667264456567e-01
2.120945969405223064e+00,5.951045655047373373e-01
1.968361829015174536e+00,6.471589016874068623e-01
1.836241536282397835e+00,7.042174323762722121e-01
1.723039125891785206e+00,7.653048391710092213e-01
1.627265697219707707e+00,8.297288743667479149e-01
1.547512014934411706e+00,8.970390291630068180e-01
1.482464716357271284e+00,9.669895836976477588e-01
1.430917203091308876e+00,1.039507248931818228e+00
1.391776207675359700e+00,1.114663368034725988e+00
1.364064923711296284e+00,1.192650483726743760e+00
1.346923479712841099e+00,1.273762977116680961e+00
1.339607429453224974e+00,1.358381426610757226e+00
1.341484829168978266e+00,1.446960309945612089e+00
1.352032377246641603e+00,1.540018668741129027e+00
1.370831006396090235e+00,1.638133365895749316e+00
1.397561242346056165e+00,1.741934586098424331e+00
1.431998576721293048e+00,1.852103254443701053e+00
1.474009044493533871e+00,1.969370074308014695e+00
1.523545147474981931e+00,2.094515910677220649e+00
1.580642223795205803e+00,2.228373266905029570e+00
1.645415328106188291e+00,2.371828619652210701e+00
1.718056657260790487e+00,2.525825386909270165e+00
1.798833530225638411e+00,2.691367305990600034e+00
1.888086907802134506e+00,2.869521990581243021e+00
1.986230416080045469e+00,3.061424416502190660e+00
2.093749816122259855e+00,3.268280052714561013e+00
2.211202839781489793e+00,3.491367304668123950e+00
2.339219286270153297e+00,3.732038868354174532e+00
2.478501244478555243e+00,3.991721501670670413e+00
2.629823270197766849e+00,4.271913600592112559e+00
2.794032303237201198e+00,4.574179816104302354e+00
2.972047054523911491e+00,4.900141758235770695e+00
3.164856524895097500e+00,5.251463599707060226e+00
3.373517232376293862e+00,5.629831107686904090e+00
3.599148619907354796e+00,6.036922292721713212e+00
3.842925987188790415e+00,6.474367466173981178e+00
4.106070135087309225e+00,6.943696043004327301e+00
4.389832725879011299e+00,7.446266924837351198e+00
4.695476145774845733e+00,7.983178771197366075e+00
5.024246408317098123e+00,8.555155956882336099e+00
5.377337363173621654e+00,9.162405593001189175e+00
5.755844186156378051e+00,9.804440773867703740e+00
6.160703844927510886e+00,1.047986537732513668e+01
6.592619998167273287e+00,1.118611654707827086e+01
7.051969653058373311e+00,1.191916277599864848e+01
7.538688965352401183e+00,1.267315875599554786e+01
8.052135944416715319e+00,1.344006344128672836e+01
8.590928694103716623e+00,1.420923574262402056e+01
9.152759398955746306e+00,1.496703356610055913e+01
9.734186815670227588e+00,1.569645695606002889e+01
1.033041382970920807e+01,1.637689477979862218e+01
1.093506192471815019e+01,1.698405554260875050e+01
1.153996128650721076e+01,1.749018368493356590e+01
1.213498352634984556e+01,1.786467781768448049e+01
1.270795295548330905e+01,1.807522863008833625e+01
1.324468052294381160e+01,1.808957084728778852e+01
1.372916955537820982e+01,1.787788389858467752e+01
1.414404098969885659e+01,1.741577120130781609e+01
1.447121401085975201e+01,1.668759895875205501e+01
1.469285250564898249e+01,1.568980011903326854e+01
1.479254726698741074e+01,1.443358853542962628e+01
1.475665139383163194e+01,1.294644414891505768e+01
1.457563066933997398e+01,1.127178935269630600e+01
1.424524653767560700e+01,9.466522455447721640e+00
1.376737412945281847e+01,7.596490050063863464e+00
1.315028572151392261e+01,5.730471016317000732e+00
1.240830425099423096e+01,3.933654318023128482e+00
1.156083925769712017e+01,2.261762752043323221e+00
1.063093160713174079e+01,7.568240463332176482e-01
9.643520851051889053e+00,-5.548359248159255852e-01
8.623685173465107212e+00,-1.662349934846792943e+00
7.595081662633917041e+00,-2.568264765078081879e+00
6.578747019862716705e+00,-3.285412775761870741e+00
5.592331040300257960e+00,-3.833445356211105715e+00
4.649753400649121460e+00,-4.235619541482297024e+00
3.761216106435979700e+00,-4.516193077100040476e+00
2.933475188082377727e+00,-4.698556360209098059e+00
2.170272033253230148e+00,-4.804064490782391950e+00
1.472838380849667894e+00,-4.851441990112284941e+00
8.404103437534725662e-01,-4.856603767386077131e+00
2.707089326395175632e-01,-4.832746324164243212e+00
-2.396365930408584921e-01,-4.790592233147957124e+00
-6.947321570515684330e-01,-4.738704138137563859e+00
-1.099129355160167965e+00,-4.683813991173009228e+00
-1.457597818761452224e+00,-4.631135945522430575e+00
-1.774951631437549970e+00,-4.584647111680152598e+00
-2.055921179461810411e+00,-4.547330425628003603e+00
-2.305062104078429819e+00,-4.521379692694091013e+00
-2.526693862939995761e+00,-4.508369842932650862e+00
-2.724861460939261182e+00,-4.509396644448020020e+00
-2.903314979290136932e+00,-4.525190328422583619e+00
-3.065502514203381601e+00,-4.556207276482619584e+00
-3.214572990431305399e+00,-4.602703404407001209e+00
-3.353386031828875069e+00,-4.664792310801708197e+00
-3.484526659726158382e+00,-4.742490726799400313e+00
-3.610323066433482442e+00,-4.835753335909910966e+00
-3.732866093381125516e+00,-4.944498638392421874e+00
-3.854029347882255152e+00,-5.068627206017463749e+00
-3.975489133695775834e+00,-5.208033400337952479e+00
-4.098743560359993765e+00,-5.362611399681663116e+00
-4.225130344292161055e+00,-5.532256187617787369e+00
-4.355842928624723775e+00,-5.716859991454156464e+00
-4.491944634907667044e+00,-5.916304518501153353e+00
-4.634380623267015942e+00,-6.130449217639826642e+00
-4.783987482704296745e+00,-6.359115693332735297e+00
-4.941500303767140778e+00,-6.602068319575479016e+00
-5.107557105347974691e+00,-6.858991045084386506e+00
-5.282700499321616228e+00,-7.129460352676789903e+00
-5.467376484657133773e+00,-7.412914341577437227e+00
-5.661930270349164296e+00,-7.708617949446798789e+00
-5.866599038258927479e+00,-8.015624431383784554e+00
-6.081501577571413186e+00,-8.332733377917854511e+00
-6.306624757606057230e+00,-8.658445796351260881e+00
-6.541806861480577773e+00,-8.990917113482410628e+00
-6.786717886680761147e+00,-9.327909395357258049e+00
-7.040837037548410393e+00,-9.666744630251915993e+00
-7.303427796818761308e+00,-1.000426158627971063e+01
-7.573511175764855885e+00,-1.033677952419922441e+01
-7.849838010608293004e+00,-1.066007288977704093e+01
-8.130861498525167264e+00,-1.096936197272253644e+01
-8.414711545944904003e+00,-1.125932531085063815e+01
-8.699172922435478128e+00,-1.152414020790185134e+01
-8.981669650982116337e+00,-1.175755794651313479e+01
-9.259258480535217828e+00,-1.195301989944077903e+01
-9.528634622425773415e+00,-1.210381953327291527e+01
-9.786153113510486889e+00,-1.220331302789939265e+01
-1.002786910494937800e+01,-1.224517772844242103e+01
-1.024959996729868195e+01,-1.222371285821458642e+01
-1.044701125639027239e+01,-1.213417101402415632e+01
-1.061572723215366132e+01,-1.197310238606019794e+01
-1.075146474754431480e+01,-1.173868717144752694e+01
-1.085018698993463637e+01,-1.143102637361585572e+01
-1.090827092830275902e+01,-1.105235838819118044e+01
-1.092267967429160080e+01,-1.060716973398592877e+01
-1.089112868026103342e+01,-1.010217391423904765e+01
-1.081223320365883467e+01,-9.546142912235801248e+00
-1.068562417451653168e+01,-8.949590485731151901e+00
-1.051202080563799335e+01,-8.324323416242640050e+00
-1.029325106669845802e+01,-7.682893528890597068e+00
-1.003221531291767121e+01,-7.037996617519086229e+00
-9.732793443377811826e+00,-6.401871744207530135e+00
-9.399701273460783213e+00,-5.785754159434782551e+00
-9.038306562058183502e+00,-5.199427273527197357e+00
-8.654418633205084532e+00,-4.650905249558796584e+00
-8.254067294840455205e+00,-4.146260609528068741e+00
-7.843286626309216913e+00,-3.689593934381307339e+00
-7.427917357116426089e+00,-3.283128145842550527e+00
-7.013438435989038489e+00,-2.927399893050856683e+00
-6.604834581695220308e+00,-2.621515928456653821e+00
-6.206502716371363526e+00,-2.363442625492553351e+00
-5.822196707283482375e+00,-2.150300774355278222e+00
-5.455007113990662404e+00,-1.978643973120859823e+00
-5.107370799903682368e+00,-1.844705856037822889e+00
-4.781104305517096087e+00,-1.744607937976971668e+00
-4.477454668763083845e+00,-1.674525296267973529e+00
-4.197161731513572747e+00,-1.630811352615177068e+00
-3.940526693623733312e+00,-1.610085659738754948e+00
-3.707482590235235520e+00,-1.609290031628352935e+00
-3.497663334374547350e+00,-1.625718860353346118e+00
-3.310468886972427249e+00,-1.657029323136509857e+00
-3.145124930588835355e+00,-1.701236651801292687e+00
-3.000736102710081177e+00,-1.756698908108283774e+00
-2.876332383249901259e+00,-1.822094920551077912e+00
-2.770908636980018880e+00,-1.896398278359975098e+00
-2.683457601118014679e+00,-1.978849595419195362e+00
-2.612996800548132548e+00,-2.068928671861922197e+00
-2.558589987679511513e+00,-2.166327698010571012e+00
-2.519363758712617418e+00,-2.270926257638417933e+00
-2.494520008605197514e+00,-2.382768583750871194e+00
-2.483344866119765015e+00,-2.502043286943105738e+00
-2.485214708202099221e+00,-2.629065600720156937e+00
-2.499599797453905037e+00,-2.764262057879824930e+00
-2.526066023496496893e+00,-2.908157416535940065e+00
-2.564275162800440988e+00,-3.061363584492169387e+00
-2.613984004969613917e+00,-3.224570238749404183e+00
-2.675042628347592988e+00,-3.398536796425460693e+00
-2.747392045155379936e+00,-3.584085358754319106e+00
-2.831061376515273675e+00,-3.782094216374404905e+00
-2.926164660501186621e+00,-3.993491467696951513e+00
-3.032897341220762932e+00,-4.219248259148003832e+00
-3.151532433013486845e+00,-4.460371103297432249e+00
-3.282416300041881563e+00,-4.717892665511485895e+00
-3.425963936588841907e+00,-4.992860329415552023e+00
-3.582653575871512786e+00,-5.286321754336111844e+00
-3.753020393717972691e+00,-5.599306523065763486e+00
-3.937649006652751638e+00,-5.932802846126583596e+00
-4.137164390600134745e+00,-6.287728141545308347e+00
-4.352220765694651661e+00,-6.664892152326019392e+00
-4.583487904357788523e+00,-7.064951107001606445e+00
-4.831634224622169960e+00,-7.488351287787708088e+00
-5.097305930938723861e+00,-7.935260270550578809e+00
-5.381101364899909534e+00,-8.405484077358005734e+00
-5.683539636145718887e+00,-8.898368587466759294e+00
-6.005022531277822928e+00,-9.412683857122537745e+00
-6.345788663862294676e+00,-9.946490596351187818e+00
-6.705858857111183902e+00,-1.049698906112919516e+01
-7.084971877512985294e+00,-1.106035218552838906e+01
-7.482509908314526115e+00,-1.163154706179476428e+01
-7.897413623662550286e+00,-1.220415203839230145e+01
-8.328087465135524781e+00,-1.277018087574584726e+01
-8.772296806196557384e+00,-1.331993061783313514e+01
-9.227060187360216048e+00,-1.384187597497027156e+01
-9.688541766121222309e+00,-1.432263965514043313e+01
-1.015195155502314250e+01,-1.474707439457547231e+01
-1.061146383897837531e+01,-1.509849703688976241e+01
-1.106016715876951473e+01,-1.535911587555087543e+01
-1.149006203044765151e+01,-1.551068701517285220e+01
-1.189212452892017069e+01,-1.553542086963627256e+01
-1.225645416299178159e+01,-1.541713366590607848e+01
-1.257252211328321145e+01,-1.514260005753565430e+01
-1.282952990770845503e+01,-1.470301373106619813e+01
-1.301687829004422881e+01,-1.409540961807775084e+01
-1.312473142284758154e+01,-1.332385538080379384e+01
-1.314464381864320330e+01,-1.240019650813069418e+01
-1.307019908759195204e+01,-1.134415437498685009e+01
-1.289759461633144255e+01,-1.018264038705141417e+01
-1.262609919340343900e+01,-8.948260405382468363e+00
-1.225831531460134194e+01,-7.677124448949255608e+00
-1.180019622803613366e+01,-6.406214859392545868e+00
-1.126079809117177533e+01,-5.170663140548869663e+00
-1.065178459610948458e+01,-4.001310554380246742e+00
-9.986737191936560620e+00,-2.922869865797605549e+00
-9.280350459322665557e+00,-1.952881143946393561e+00
-8.547603527785039290e+00,-1.101499639144867260e+00
-7.802993138921022087e+00,-3.720112328689814118e-01
-7.059894948315817764e+00,2.381258657586177163e-01
-6.330092866908374027e+00,7.359516224320969968e-01
-5.623488417974327191e+00,1.131608570356434695e+00
-4.947978719141250536e+00,1.437049835118718866e+00
-4.309475863715253041e+00,1.664955356547408893e+00
-3.712032741688986892e+00,1.827900204039786480e+00
-3.158039447116109510e+00,1.937772851740359847e+00
-2.648458217230462708e+00,2.005412750586917703e+00
-2.183071120448724756e+00,2.040423450510775449e+00
-1.760721663352774691e+00,2.051115592522897657e+00
-1.379537937765207500e+00,2.044538788612217051e+00
-1.037130265127464979e+00,2.026569086487520099e+00
-7.307603299659664042e-01,2.002026926559624886e+00
-4.574816043134072863e-01,1.974807877648347310e+00
-2.142526561172318211e-01,1.948014417398568288e+00
1.974051234348184192e-03,1.924081525237109069e+00
1.941847986346242894e-01,1.904892052648163192e+00
3.652555240359781630e-01,1.891879992670212118e+00
5.179179708994016140e-01,1.886121155531820914e+00
6.547382893626435552e-01,1.888411599042219668e+00
7.781056203306011554e-01,1.899334638163537203e+00
8.902285221138948046e-01,1.919317496790169164e+00
9.931374195815222405e-01,1.948678754840597716e+00
1.088691553107429710e+00,1.987667744023177585e+00
1.178589172199004498e+00,2.036496993633406749e+00
1.264379954342444767e+00,2.095368746860210241e+00
1.347478833594221381e+00,2.164496472552669193e+00
1.429180597490066207e+00,2.244122195716256929e+00
1.510674757312685301e+00,2.334530367121637084e+00
1.593060318293580524e+00,2.436058891091996248e+00
1.677360175573422207e+00,2.549107832179707600e+00
1.764534941234050747e+00,2.674146226516173286e+00
1.855496069762263112e+00,2.811717331905365658e+00
1.951118195976573322e+00,2.962442561464026625e+00
2.052250632525318697e+00,3.127024257530989004e+00
2.159727995025885861e+00,3.306247373952686086e+00
2.274379932918566105e+00,3.500980043525718344e+00
2.397039943979281329e+00,3.712172910711632134e+00
2.528553240652516187e+00,3.940857004653820272e+00
2.669783617052646552e+00,4.188139810502304883e+00
2.821619236397612251e+00,4.455199064167655543e+00
2.984977219174616447e+00,4.743273642643261567e+00
3.160806861521480826e+00,5.053650744572546927e+00
3.350091249826587347e+00,5.387648349571154682e+00
3.553846959801044036e+00,5.746591706395440369e+00
3.773121434460483758e+00,6.131782327334474481e+00
4.008987523747882697e+00,6.544457659940466243e+00
4.262534537367141496e+00,6.985739272870208794e+00
4.534855010917448581e+00,7.456567043187195765e+00
4.827026214144423122e+00,7.957616492473646552e+00
5.140085241977345731e+00,8.489196129964561521e+00
5.474996330776066955e+00,9.051121488173841101e+00
5.832608846515844547e+00,9.642562578722081668e+00
6.213604219736468259e+00,1.026186189541381921e+01
6.618429987304203621e+00,1.090632104461475116e+01
7.047219093035258730e+00,1.157195584960995305e+01
7.499692768692728606e+00,1.225322268163370865e+01
7.975045759986826965e+00,1.294272319523844139e+01
8.471813503511988586e+00,1.363090098472362754e+01
8.987722251633153192e+00,1.430575226065745476e+01
9.519525252535583348e+00,1.495258358937416254e+01
1.006283108621944145e+01,1.555386272320386354e+01
1.061193424991788348e+01,1.608922249743726240e+01
1.115966307466982066e+01,1.653569046234709106e+01
1.169726581343754823e+01,1.686822462955440471e+01
1.221436169504923441e+01,1.706063304871961961e+01
1.269898883041627258e+01,1.708693517594997147e+01
1.313778346496964211e+01,1.692317934713799943e+01
1.351632305318647731e+01,1.654965871686976087e+01
1.381965661955480584e+01,1.595336946404076350e+01
1.403302790400340072e+01,1.513044189807496842e+01
1.414276930341055660e+01,1.408817240476710531e+01
1.413730961354621130e+01,1.284622858085861807e+01
1.400820151027745197e+01,1.143663100799821208e+01
1.375104446004952763e+01,9.902259432169856268e+00
1.336616595726156120e+01,8.293883214632257861e+00
1.285893768299863105e+01,6.666026526559695853e+00
1.223964656735473788e+01,5.072260980994284907e+00
1.152290800871869259e+01,3.560676417509061054e+00
1.072668484959772961e+01,2.170251263644932038e+00
9.871041491002449320e+00,9.286297413152093672e-01
8.976800316033724414e+00,-1.485147711131655779e-01
8.064268807319034948e+00,-1.056684190314783223e+00
7.152173507555652954e+00,-1.800722793362736329e+00
6.256883877463813803e+00,-2.392440698972552404e+00
5.391951419820177449e+00,-2.848152821727861994e+00
4.567940995665373372e+00,-3.186471417351164792e+00
3.792499754363719333e+00,-3.426541187304819491e+00
3.070595660196865584e+00,-3.586773753867866787e+00
2.404858718790392480e+00,-3.684046087204750464e+00
1.795968238190878141e+00,-3.733278264762084131e+00
1.243043587895581892e+00,-3.747291060184611222e+00
7.440101230875626470e-01,-3.736850724717277306e+00
2.959240383070786962e-01,-3.710825648127926257e+00
-1.047509303364217992e-01,-3.676399465692123059e+00
-4.619157838719919473e-01,-3.639303168937303212e+00
-7.796545223785230627e-01,-3.604043045120727928e+00
-1.062093374652743449e+00,-3.574111574985928907e+00
-1.313295194686062040e+00,-3.552175305306264352e+00
-1.537183205748082315e+00,-3.540237984719309505e+00
-1.737488683645205034e+00,-3.539779685880832361e+00
-1.917717783868767789e+00,-3.551873868210807750e+00
-2.081133392302971785e+00,-3.577284829592846549e+00
-2.230748536031959439e+00,-3.616548069522066644e+00
-2.369328489380970293e+00,-3.670035942441193022e+00
-2.499399234686992433e+00,-3.738010739018215123e+00
-2.623260385120114613e+00,-3.820667061874735815e+00
-2.743001052795576822e+00,-3.918165094501806500e+00
-2.860517456966199745e+00,-4.030656112233232058e+00
-2.977531322492902977e+00,-4.158301356243877756e+00
-3.095608325868000499e+00,-4.301285184647472448e+00
-3.216176011745947694e+00,-4.459823225927689982e+00
-3.340540733164122145e+00,-4.634166085746958430e+00
-3.469903268422405596e+00,-4.824598995519257194e+00
-3.605372841132090667e+00,-5.031437637458807899e+00
-3.747979320764762257e+00,-5.255020234260841860e+00
-3.898683412114370306e+00,-5.495695851024107625e+00
-4.058384656005344482e+00,-5.753808722255387309e+00
-4.227927062630349120e+00,-6.029678288669185982e+00
-4.408102185234232806e+00,-6.323574509319896286e+00
-4.599649417642798888e+00,-6.635687908626771936e+00
-4.803253266741196015e+00,-6.966093731916760845e+00
-5.019537313258752853e+00,-7.314709527477487150e+00
-5.249054534680626105e+00,-7.681245462437345850e+00
-5.492273627456298435e+00,-8.065146734202832235e+00
-5.749560938130951371e+00,-8.465527585376211306e+00
-6.021157602855477187e+00,-8.881096702191193515e+00
-6.307151512789048731e+00,-9.310074216496383670e+00
-6.607443783159782313e+00,-9.750101188272267905e+00
-6.921709523671030873e+00,-1.019814337330539722e+01
-7.249352908634467241e+00,-1.065039233195110313e+01
-7.589456850966130652e+00,-1.110216855260549984e+01
-7.940728021130067482e+00,-1.154783326481438088e+01
-8.301438545498498911e+00,-1.198071797145782291e+01
-8.669366488094430778e+00,-1.239308332940673374e+01
-9.041738172225661785e+00,-1.277612163233994202e+01
-9.415176518237089454e+00,-1.312001942568702439e+01
-9.785660808982083125e+00,-1.341409815798169092e+01
-1.014850454388204426e+01,-1.364705050290737454e+01
-1.049835913978457747e+01,-1.380728718082732698e+01
-1.082925194388885259e+01,-1.388340284113495926e+01
-1.113466703361346255e+01,-1.386475908718423433e+01
-1.140767623897053973e+01,-1.374216777682142876e+01
-1.164112539275562952e+01,-1.350863894081385119e+01
-1.182787674756145080e+01,-1.316013691590324441e+01
-1.196110276439562980e+01,-1.269626893848204041e+01
-1.203461938180427104e+01,-1.212081712592165594e+01
-1.204323915621600882e+01,-1.144202267370488890e+01
-1.198311750796489683e+01,-1.067254461622499662e+01
-1.185206021879090699e+01,-9.829046518048025760e+00
-1.164975884871661904e+01,-8.931410767054664746e+00
-1.137792404055042361e+01,-8.001634751071721396e+00
-1.104029511160255339e+01,-7.062515259071489027e+00
-1.064251712634944624e+01,-6.136264827729318583e+00
-1.019189189648743366e+01,-5.243216721709593742e+00
-9.697024379009649309e+00,-4.400759844651131125e+00
-9.167397925573798290e+00,-3.622604591690736342e+00
-8.612918592185492273e+00,-2.918425372050238220e+00
-8.043469270171966556e+00,-2.293868330588891169e+00
-7.468509176213658840e+00,-1.750865781099365304e+00
-6.896744836702229264e+00,-1.288169793799704976e+00
-6.335887332411976658e+00,-9.020082810573401000e-01
-5.792499427276513124e+00,-5.867747996690634293e-01
-5.271926964515768255e+00,-3.356821868689751076e-01
-4.778302486751089262e+00,-1.413335308911372046e-01
-4.314605591165094012e+00,3.813510665177793912e-03
-3.882763680982066923e+00,1.070947287978104567e-01
-3.483777840004079085e+00,1.753926364812652683e-01
-3.117860792355544586e+00,2.149805135103979581e-01
-2.784576661768950245e+00,2.314396734573434533e-01
-2.482975028246320992e+00,2.296323652211574307e-01
-2.211714288899573333e+00,2.137144849166080218e-01
-1.969171411517955050e+00,1.871748778399516810e-01
-1.753536782582164388e+00,1.528908008119916340e-01
-1.562894024242748703e+00,1.131917074283536606e-01
-1.395285451075638505e+00,6.992572876146546657e-02
-1.248764333091928025e+00,2.452499756149539162e-02
-1.121435400026585594e+00,-2.193267226580623841e-02
-1.011485127250507654e+00,-6.866722928706148199e-02
-9.172033374541630479e-01,-1.151457055877814634e-01
-8.369975742675248576e-01,-1.610376664685370940e-01
-7.694015834876261062e-01,-2.061767025393313191e-01
-7.130790953927965692e-01,-2.505276616706782478e-01
-6.668239520205847537e-01,-2.941591890270067733e-01
-6.295574757212270001e-01,-3.372210757116879676e-01
-6.003238357202731468e-01,-3.799258916455541257e-01
-5.782840413128012003e-01,-4.225343825462766767e-01
-5.627090754361487868e-01,-4.653441344017464343e-01
-5.529725813327085460e-01,-5.086810445002245551e-01
-5.485434276494601802e-01,-5.528931807417950539e-01
-5.489784029586937120e-01,-5.983466569051472117e-01
-5.539152283533390619e-01,-6.454231981426720166e-01
-5.630660253322723463e-01,-6.945191163810930934e-01
-5.762113344371544432e-01,-7.460454582666536938e-01
-5.931947468201044238e-01,-8.004291280144503196e-01
-6.139181849395389801e-01,-8.581148235374504996e-01
-6.383378487993300876e-01,-9.195676563242092261e-01
-6.664608295518179570e-01,-9.852763536601091277e-01
-6.983423819626470852e-01,-1.055756966012340037e+00
-7.340838403676164248e-01,-1.131557022852868188e+00
-7.738311586161416011e-01,-1.213260097023870054e+00
-8.177740524569144798e-01,-1.301490751084354747e+00
-8.661457223196584732e-01,-1.396919848988123158e+00
-9.192231349865049861e-01,-1.500270222916411544e+00
-9.773278437794956641e-01,-1.612322687984651282e+00
-1.040827328200011337e+00,-1.733922396560923174e+00
-1.110136835036102498e+00,-1.865985518566497969e+00
-1.185721703389142068e+00,-2.009506223608479747e+00
-1.268100155411075791e+00,-2.165563924026092657e+00
-1.357846532272577456e+00,-2.335330713410444847e+00
-1.455594950386364106e+00,-2.520078900863200744e+00
-1.562043345434047659e+00,-2.721188494529154678e+00
-1.677957860343558316e+00,-2.940154425304225771e+00
-1.804177516839625017e+00,-3.178593218619631955e+00
-1.941619087017625755e+00,-3.438248713143863711e+00
-2.091282049630249773e+00,-3.720996282945342681e+00
-2.254253472961758931e+00,-4.028844835162144200e+00
-2.431712609181797546e+00,-4.363935617508663434e+00
-2.624934910014484313e+00,-4.728536565686277449e+00
-2.835295075581663493e+00,-5.125030534216196365e+00
-3.064268621445116914e+00,-5.555895267390701164e+00
-3.313431286039675516e+00,-6.023672360385452507e+00
-3.584455393474253349e+00,-6.530921714521195298e+00
-3.879102025578947455e+00,-7.080157088645296248e+00
-4.199207531885582156e+00,-7.673757282397293267e+00
-4.546662506936753445e+00,-8.313846265718019879e+00
-4.923380882814879733e+00,-9.002134232688637994e+00
-5.331256217802256003e+00,-9.739710199904051180e+00
-5.772101616012435876e+00,-1.052677556798409952e+01
-6.247569011209602508e+00,-1.136230732649820929e+01
-6.759042842738463008e+00,-1.224363980253380824e+01
-7.307502538717997709e+00,-1.316595578628108143e+01
-7.893347863474305726e+00,-1.412168260439467105e+01
-8.516181337566342435e+00,-1.509979773901191358e+01
-9.174542977710899549e+00,-1.608506378124032210e+01
-9.865595058063842515e+00,-1.705723597284802295e+01
-1.058475914954226127e+01,-1.799031924532244631e+01
-1.132531515912027942e+01,-1.885199634935623436e+01
-1.207798327814387562e+01,-1.960340260967053538e+01
-1.283052521129654089e+01,-2.019947939314441498e+01
-1.356742062948132777e+01,-2.059018324629592911e+01
-1.426969689116278772e+01,-2.072283654454848190e+01
-1.491501085650135749e+01,-2.054584421736514699e+01
-1.547809419258773644e+01,-2.001383146884247566e+01
-1.593166792021320965e+01,-1.909395246663303070e+01
-1.624789637485519123e+01,-1.777269000029884793e+01
-1.640037573739955690e+01,-1.606198913183404287e+01
-1.636653707684300585e+01,-1.400320657088244403e+01
-1.613020402624695038e+01,-1.166733415137289498e+01
-1.568391703875954413e+01,-9.150461748043113630e+00
